index	question	answer	task	image_relation	image_type	counterpart_idx	image_path	A	B	C	D	E
327	Please recognize the actions happening in this video and list them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	C	Action Understanding	Temporal	Photography	326	['00000327_00.jpg', '00000327_01.jpg', '00000327_02.jpg', '00000327_03.jpg', '00000327_04.jpg', '00000327_05.jpg', '00000327_06.jpg', '00000327_07.jpg']	reach kettle, carry kettle, carry teabag, pour water, carry kettle	transfer fruit to bowl, open, carry kettle, flip pancake, scoop flour to bowl	None of the choices provided	crack egg, stir, scoop flour to bowl, carry teabag, melt butter	
328	Please recognize the consecutive actions in this video and list them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	C	Action Understanding	Temporal	Photography	329	['00000328_00.jpg', '00000328_01.jpg', '00000328_02.jpg', '00000328_03.jpg', '00000328_04.jpg', '00000328_05.jpg', '00000328_06.jpg', '00000328_07.jpg']	hold plate, reach kettle, reach cup, carry kettle, pour water	hold cup, reach kettle, reach cup, carry kettle, pour water, close lid	hold cup, reach kettle, reach cup, carry kettle, pour water	None of the choices provided	
329	Please recognize the consecutive actions in this video and list them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	D	Action Understanding	Temporal	Photography	328	['00000329_00.jpg', '00000329_01.jpg', '00000329_02.jpg', '00000329_03.jpg', '00000329_04.jpg', '00000329_05.jpg', '00000329_06.jpg', '00000329_07.jpg']	reach kettle, reach cup, carry kettle, hold cup, pour water	hold cup, reach stove, reach cup, carry kettle, pour water	hold cup, reach kettle, reach cup, carry kettle, pour water, close lid	None of the choices provided	
330	Please predict the sequence of actions happening in this video and enumerate them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	D	Action Understanding	Temporal	Photography	331	['00000330_00.jpg', '00000330_01.jpg', '00000330_02.jpg', '00000330_03.jpg', '00000330_04.jpg', '00000330_05.jpg', '00000330_06.jpg', '00000330_07.jpg']	None of the choices provided	reach teabag, open and close teabox, reach kettle, carry teabag	pull kettle, open and close teabox, reach teabag	reach kettle, reach teabox, open and close teabox, reach teabag, carry teabag	
331	Please predict the sequence of actions happening in this video and enumerate them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	C	Action Understanding	Temporal	Photography	330	['00000331_00.jpg', '00000331_01.jpg', '00000331_02.jpg', '00000331_03.jpg', '00000331_04.jpg', '00000331_05.jpg', '00000331_06.jpg', '00000331_07.jpg']	reach teabox, open and close teabox, reach kettle, reach teabag, carry teabag	scoop water, reach teabox, open and close teabox, reach teabag	None of the choices provided	pull kettle, open and close teabox, reach teabag	
332	Please predict the series of actions that occur in this video and enumerate them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	D	Action Understanding	Temporal	Photography	333	['00000332_00.jpg', '00000332_01.jpg', '00000332_02.jpg', '00000332_03.jpg', '00000332_04.jpg', '00000332_05.jpg', '00000332_06.jpg', '00000332_07.jpg']	lift open cabinet, take out cup, pour juice, put cup back in cabinet	None of the choices provided	scoop flour out of bowl, transfer flour to plate, bring plate to sink, pour water on plate	carry kettle, pour water, carry kettle, reach cup, carry cup	
333	Please predict the series of actions that occur in this video and enumerate them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	C	Action Understanding	Temporal	Photography	332	['00000333_00.jpg', '00000333_01.jpg', '00000333_02.jpg', '00000333_03.jpg', '00000333_04.jpg', '00000333_05.jpg', '00000333_06.jpg', '00000333_07.jpg']	hold kettle, pour coffee, hold kettle, press close coffee machine, carry coffee cup	scoop flour out of bowl, transfer flour to plate, bring plate to sink, pour water on plate	None of the choices provided	lift open cabinet, take out cup, pour juice, put cup back in cabinet	
334	Can you recognize the actions that occur in this video and list them in order? <image> <image> <image> <image> <image> <image> <image> <image> .	C	Action Understanding	Temporal	Photography	335	['00000334_00.jpg', '00000334_01.jpg', '00000334_02.jpg', '00000334_03.jpg', '00000334_04.jpg', '00000334_05.jpg', '00000334_06.jpg', '00000334_07.jpg']	stir milk, hold spoon, pour milk, pick up bowl	lift open drawer, pick up knife, hold knife, slice bread, carry bread, put bread	carry teabag, hold cup, reach cup, carry cup, pour water	None of the choices provided	
335	Can you recognize the actions that occur in this video and list them in order? <image> <image> <image> <image> <image> <image> <image> <image> .	B	Action Understanding	Temporal	Photography	334	['00000335_00.jpg', '00000335_01.jpg', '00000335_02.jpg', '00000335_03.jpg', '00000335_04.jpg', '00000335_05.jpg', '00000335_06.jpg', '00000335_07.jpg']	lift open drawer, pick up knife, hold knife, slice bread, carry bread, put bread	None of the choices provided	squeeze orange, carry orange, hold juicer, juice orange, pour juice	hold cup, reach cup, carry teabag, carry cup, pour water	
336	Can you recognize the actions that occur in this video and list them in order? <image> <image> <image> <image> <image> <image> <image> <image> .	B	Action Understanding	Temporal	Photography	337	['00000336_00.jpg', '00000336_01.jpg', '00000336_02.jpg', '00000336_03.jpg', '00000336_04.jpg', '00000336_05.jpg', '00000336_06.jpg', '00000336_07.jpg']	None of the choices provided	screw close sugar cap, carry sugar, reach cup, carry spoon, carry teabag	screw open sugar cap, carry sugar, reach cup, carry spoon, carry teabag	squeeze sugar cap, carry sugar, reach cup, carry spoon, carry teabag	
337	Can you recognize the actions that occur in this video and list them in order? <image> <image> <image> <image> <image> <image> <image> <image> .	C	Action Understanding	Temporal	Photography	336	['00000337_00.jpg', '00000337_01.jpg', '00000337_02.jpg', '00000337_03.jpg', '00000337_04.jpg', '00000337_05.jpg', '00000337_06.jpg', '00000337_07.jpg']	carry sugar, reach cup, screw close sugar cap, carry spoon, carry teabag	lift open sugar cap, carry sugar, reach cup, carry spoon, carry teabag	None of the choices provided	screw open sugar cap, carry sugar, reach cup, carry spoon, carry teabag	
338	Please recognize the actions happening in this video and list them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	D	Action Understanding	Temporal	Photography	339	['00000338_00.jpg', '00000338_01.jpg', '00000338_02.jpg', '00000338_03.jpg', '00000338_04.jpg', '00000338_05.jpg', '00000338_06.jpg', '00000338_07.jpg']	None of the choices provided	carry spoon, carry sugar, sprinkle salt, carry sugar, reach cup	carry spoon, carry sugar, pour milk, stir coffee	carry spoon, carry sugar, screw close sugar cap, carry sugar, reach cup	
339	Please recognize the actions happening in this video and list them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	D	Action Understanding	Temporal	Photography	338	['00000339_00.jpg', '00000339_01.jpg', '00000339_02.jpg', '00000339_03.jpg', '00000339_04.jpg', '00000339_05.jpg', '00000339_06.jpg', '00000339_07.jpg']	carry sugar, screw close sugar cap, carry spoon, carry sugar, reach cup	carry spoon, carry sugar, pour milk, stir coffee	carry spoon, carry sugar, pour water, stir coffee	None of the choices provided	
340	Please predict the series of actions that occur in this video and enumerate them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	A	Action Understanding	Temporal	Photography	341	['00000340_00.jpg', '00000340_01.jpg', '00000340_02.jpg', '00000340_03.jpg', '00000340_04.jpg', '00000340_05.jpg', '00000340_06.jpg', '00000340_07.jpg']	carry teabag, open teabag, carry teabag	None of the choices provided	pour teabag, open teabag, hold teabag	squeeze teabag, open teabag, carry teabag	
341	Please predict the series of actions that occur in this video and enumerate them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	A	Action Understanding	Temporal	Photography	340	['00000341_00.jpg', '00000341_01.jpg', '00000341_02.jpg', '00000341_03.jpg', '00000341_04.jpg', '00000341_05.jpg', '00000341_06.jpg', '00000341_07.jpg']	None of the choices provided	press close teabag, open teabag, transfer teabag	open teabag, ccarry teabag, carry teabag	squeeze teabag, open teabag, carry teabag	
342	Please recognize the consecutive actions in this video and list them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	C	Action Understanding	Temporal	Photography	343	['00000342_00.jpg', '00000342_01.jpg', '00000342_02.jpg', '00000342_03.jpg', '00000342_04.jpg', '00000342_05.jpg', '00000342_06.jpg', '00000342_07.jpg']	pick up knife, peel fruit, carry cup, pour milk, carry kettle	squeeze lemon, transfer sugar to bowl, pour milk, transfer sugar to kettle, close cabinet	pour water, carry cup, pour water, carry kettle, carry sugar	None of the choices provided	
343	Please recognize the consecutive actions in this video and list them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	B	Action Understanding	Temporal	Photography	342	['00000343_00.jpg', '00000343_01.jpg', '00000343_02.jpg', '00000343_03.jpg', '00000343_04.jpg', '00000343_05.jpg', '00000343_06.jpg', '00000343_07.jpg']	carry cup, pour water, pour water, carry kettle, carry sugar	None of the choices provided	pick up knife, peel fruit, carry cup, pour milk, carry kettle	flip plate, transfer flour to bowl, pour water, transfer sugar to cup, lift open fridge	
344	Please spot the series of actions taking place in this video and list them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	C	Action Understanding	Temporal	Photography	345	['00000344_00.jpg', '00000344_01.jpg', '00000344_02.jpg', '00000344_03.jpg', '00000344_04.jpg', '00000344_05.jpg', '00000344_06.jpg', '00000344_07.jpg']	carry knife, pour milk, carry bowl	None of the choices provided	carry cup, carry spoon, carry teabox	carry teabox, peel fruit, carry cup	
345	Please spot the series of actions taking place in this video and list them in order. <image> <image> <image> <image> <image> <image> <image> <image> .	A	Action Understanding	Temporal	Photography	344	['00000345_00.jpg', '00000345_01.jpg', '00000345_02.jpg', '00000345_03.jpg', '00000345_04.jpg', '00000345_05.jpg', '00000345_06.jpg', '00000345_07.jpg']	None of the choices provided	carry cup, press close flour lid, carry teabag	carry spoon, carry cup, carry teabox	carry teabox, peel fruit, carry cup	
346	Please determine the order of actions in this video and list them. <image> <image> <image> <image> <image> <image> <image> <image> .	A	Action Understanding	Temporal	Photography	347	['00000346_00.jpg', '00000346_01.jpg', '00000346_02.jpg', '00000346_03.jpg', '00000346_04.jpg', '00000346_05.jpg', '00000346_06.jpg', '00000346_07.jpg']	reach teabox, open and close teabox, carry teabag, carry teabox, carry teabag, open teabag	squeeze teabox, open and close teabox, carry teabag, carry teabox, carry teabag, open teabag	reach teabox, open and close teabox, reach teabag, carry teabox, carry teabag, open teabag	None of the choices provided	
347	Please determine the order of actions in this video and list them. <image> <image> <image> <image> <image> <image> <image> <image> .	B	Action Understanding	Temporal	Photography	346	['00000347_00.jpg', '00000347_01.jpg', '00000347_02.jpg', '00000347_03.jpg', '00000347_04.jpg', '00000347_05.jpg', '00000347_06.jpg', '00000347_07.jpg']	close teabox, carry teabag, reach teabox, open and carry teabox, carry teabag, open teabag	None of the choices provided	squeeze teabox, open and close teabox, carry teabag, carry teabox, carry teabag, open teabag	reach teabox, open and close teabox, carry teabox, Peel teabox, carry teabag, open teabag	
348	Can you identify the sequence of actions in this video and list them in order? <image> <image> <image> <image> <image> <image> <image> <image> .	B	Action Understanding	Temporal	Photography	349	['00000348_00.jpg', '00000348_01.jpg', '00000348_02.jpg', '00000348_03.jpg', '00000348_04.jpg', '00000348_05.jpg', '00000348_06.jpg', '00000348_07.jpg']	pour water into cup, grab kettle handle, pick up cup, hold cup, walk with cup	carry cup, reach kettle, reach cup, carry cup	grab cup, move to kettle, hold kettle, pour water from kettle into cup, carry cup	None of the choices provided	
